species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,bill_length_mm_std,bill_depth_mm_std,flipper_length_mm_std,body_mass_g_std,kmeans_auto,kmeans_k3,gmm_auto,gmm_k3,agg_auto,agg_k3,dbscan_best
Chinstrap,Dream,51.7,20.3,194.0,3775.0,MALE,1.4267510179390497,1.5968477872607498,-0.4924959368209963,-0.5329225640950129,0,0,0,0,0,2,1
Chinstrap,Dream,47.0,17.3,185.0,3700.0,FEMALE,0.5646181709651656,0.0754754873911886,-1.1334695070260803,-0.6265811031086278,0,0,0,0,0,2,1
Chinstrap,Dream,52.0,18.1,201.0,4050.0,MALE,1.481780774128871,0.4811747673564053,0.0060390622274024,-0.1895079210450919,0,0,0,0,0,2,1
Chinstrap,Dream,45.9,17.1,190.0,3575.0,FEMALE,0.3628423982691501,-0.025949332600115,-0.777373079134367,-0.7826786681313191,0,0,0,0,0,2,1
Chinstrap,Dream,50.5,19.6,201.0,4050.0,MALE,1.2066319931797596,1.241860917291186,0.0060390622274024,-0.1895079210450919,0,0,0,0,0,2,1
Chinstrap,Dream,50.3,20.0,197.0,3300.0,MALE,1.1699454890532108,1.4447105572737933,-0.2788380800859682,-1.12609331118124,0,0,0,0,0,2,1
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE,2.5823758979253184,0.3290375373694488,-1.4183466493394512,-0.6265811031086278,0,0,0,0,0,2,-1
Chinstrap,Dream,46.4,18.6,190.0,3450.0,FEMALE,0.4545586585855207,0.7347368173346656,-0.777373079134367,-0.9387762331540104,0,0,0,0,0,2,1
Chinstrap,Dream,49.2,18.2,195.0,4400.0,MALE,0.9681697163571966,0.5318871773520563,-0.4212766512426535,0.2475652610184439,0,0,0,0,0,2,-1
Chinstrap,Dream,42.4,17.3,181.0,3600.0,FEMALE,-0.2791714239454438,0.0754754873911886,-1.4183466493394512,-0.7514591551267809,0,2,2,2,0,0,0
Chinstrap,Dream,48.5,17.5,191.0,3400.0,MALE,0.8397669519142773,0.1769003073824923,-0.7061537935560243,-1.0012152591630872,0,0,0,0,0,2,1
Chinstrap,Dream,43.2,16.6,187.0,2900.0,FEMALE,-0.1324254074392502,-0.2795113825783752,-0.9910309358693952,-1.6256055192538523,0,2,0,0,0,0,-1
Chinstrap,Dream,50.6,19.4,193.0,3800.0,MALE,1.224975245243034,1.1404360972998804,-0.5637152223993389,-0.5017030510904746,0,0,0,0,0,2,1
Chinstrap,Dream,46.7,17.9,195.0,3300.0,FEMALE,0.5095884147753438,0.3797499473650998,-0.4212766512426535,-1.12609331118124,0,0,0,0,0,2,1
Chinstrap,Dream,52.0,19.0,197.0,4150.0,MALE,1.481780774128871,0.937586457317273,-0.2788380800859682,-0.0646298690269388,0,0,0,0,0,2,1
Chinstrap,Dream,50.5,18.4,200.0,3400.0,FEMALE,1.2066319931797596,0.63331199734336,-0.0651802233509401,-1.0012152591630872,0,0,0,0,0,2,1
Chinstrap,Dream,49.5,19.0,200.0,3800.0,MALE,1.0231994725470186,0.937586457317273,-0.0651802233509401,-0.5017030510904746,0,0,0,0,0,2,1
Chinstrap,Dream,46.4,17.8,191.0,3700.0,FEMALE,0.4545586585855207,0.3290375373694488,-0.7061537935560243,-0.6265811031086278,0,0,0,0,0,2,1
Chinstrap,Dream,52.8,20.0,205.0,4550.0,MALE,1.6285267906350638,1.4447105572737933,0.2909162045407732,0.4348823390456736,0,0,0,0,0,2,-1
Chinstrap,Dream,40.9,16.6,187.0,3200.0,FEMALE,-0.5543202048945556,-0.2795113825783752,-0.9910309358693952,-1.2509713631993933,0,2,2,2,0,0,0
Chinstrap,Dream,54.2,20.8,201.0,4300.0,MALE,1.8853323195209024,1.85040983723901,0.0060390622274024,0.1226872090002908,0,0,0,0,0,2,-1
Chinstrap,Dream,42.5,16.7,187.0,3350.0,FEMALE,-0.2608281718821695,-0.2287989725827243,-0.9910309358693952,-1.0636542851721635,0,2,0,0,0,0,0
Chinstrap,Dream,51.0,18.8,203.0,4100.0,MALE,1.29834825349613,0.8361616373259693,0.1484776333840878,-0.1270688950360153,0,0,0,0,0,2,1
Chinstrap,Dream,49.7,18.6,195.0,3600.0,MALE,1.059885976673567,0.7347368173346656,-0.4212766512426535,-0.7514591551267809,0,0,0,0,0,2,1
Chinstrap,Dream,47.5,16.8,199.0,3900.0,FEMALE,0.6563344312815362,-0.1780865625870715,-0.1363995089292828,-0.3768249990723216,0,0,0,0,0,2,1
Chinstrap,Dream,47.6,18.3,195.0,3850.0,FEMALE,0.6746776833448106,0.582599587347709,-0.4212766512426535,-0.4392640250813981,0,0,0,0,0,2,1
Chinstrap,Dream,52.0,20.7,210.0,4800.0,MALE,1.481780774128871,1.7996974272433572,0.6470126324324866,0.7470774690910563,0,0,0,0,0,2,-1
Chinstrap,Dream,46.9,16.6,192.0,2700.0,FEMALE,0.5462749189018913,-0.2795113825783752,-0.6349345079776816,-1.8753616232901589,0,0,0,0,0,0,-1
Chinstrap,Dream,53.5,19.9,205.0,4500.0,MALE,1.756929555077983,1.3939981472781406,0.2909162045407732,0.372443313036597,0,0,0,0,0,2,-1
Chinstrap,Dream,49.0,19.5,210.0,3950.0,MALE,0.931483212230648,1.1911485072955332,0.6470126324324866,-0.314385973063245,0,0,0,0,0,2,-1
Chinstrap,Dream,46.2,17.5,187.0,3650.0,FEMALE,0.4178721544589732,0.1769003073824923,-0.9910309358693952,-0.6890201291177043,0,0,0,0,0,2,1
Chinstrap,Dream,50.9,19.1,196.0,3550.0,MALE,1.280005001432856,0.9882988673129256,-0.3500573656643109,-0.8138981811358574,0,0,0,0,0,2,1
Chinstrap,Dream,45.5,17.0,196.0,3500.0,FEMALE,0.2894693900160539,-0.0766617425957678,-0.3500573656643109,-0.876337207144934,0,0,0,0,0,2,1
Chinstrap,Dream,50.9,17.9,196.0,3675.0,FEMALE,1.280005001432856,0.3797499473650998,-0.3500573656643109,-0.6578006161131661,0,0,0,0,0,2,1
Chinstrap,Dream,50.8,18.5,201.0,4450.0,MALE,1.2616617493695814,0.6840244073390127,0.0060390622274024,0.3100042870275205,0,0,0,0,0,2,1
Chinstrap,Dream,50.1,17.9,190.0,3400.0,FEMALE,1.1332589849266634,0.3797499473650998,-0.777373079134367,-1.0012152591630872,0,0,0,0,0,2,1
Chinstrap,Dream,49.0,19.6,212.0,4300.0,MALE,0.931483212230648,1.241860917291186,0.789451203589172,0.1226872090002908,0,0,0,0,0,2,-1
Chinstrap,Dream,51.5,18.7,187.0,3250.0,MALE,1.3900645138125007,0.7854492273303164,-0.9910309358693952,-1.1885323371903167,0,0,0,0,0,2,-1
Chinstrap,Dream,49.8,17.3,198.0,3675.0,FEMALE,1.0782292287368402,0.0754754873911886,-0.2076187945076255,-0.6578006161131661,0,0,0,0,0,2,1
Chinstrap,Dream,48.1,16.4,199.0,3325.0,FEMALE,0.7663939436611812,-0.3809362025696808,-0.1363995089292828,-1.0948737981767018,0,0,0,0,0,2,-1
Chinstrap,Dream,51.4,19.0,201.0,3950.0,MALE,1.3717212617492265,0.937586457317273,0.0060390622274024,-0.314385973063245,0,0,0,0,0,2,1
Chinstrap,Dream,45.7,17.3,193.0,3600.0,FEMALE,0.3261558941426026,0.0754754873911886,-0.5637152223993389,-0.7514591551267809,0,0,0,0,0,2,1
Chinstrap,Dream,50.7,19.7,203.0,4050.0,MALE,1.2433184973063085,1.292573327286837,0.1484776333840878,-0.1895079210450919,0,0,0,0,0,2,1
Chinstrap,Dream,42.5,17.3,187.0,3350.0,FEMALE,-0.2608281718821695,0.0754754873911886,-0.9910309358693952,-1.0636542851721635,0,2,2,2,0,0,0
Chinstrap,Dream,52.2,18.8,197.0,3450.0,MALE,1.51846727825542,0.8361616373259693,-0.2788380800859682,-0.9387762331540104,0,0,0,0,0,2,1
Chinstrap,Dream,45.2,16.6,191.0,3250.0,FEMALE,0.2344396338262321,-0.2795113825783752,-0.7061537935560243,-1.1885323371903167,0,0,0,0,0,0,1
Chinstrap,Dream,49.3,19.9,203.0,4050.0,MALE,0.9865129684204698,1.3939981472781406,0.1484776333840878,-0.1895079210450919,0,0,0,0,0,2,1
Chinstrap,Dream,50.2,18.8,202.0,3800.0,MALE,1.151602236989938,0.8361616373259693,0.0772583478057451,-0.5017030510904746,0,0,0,0,0,2,1
Chinstrap,Dream,45.6,19.4,194.0,3525.0,FEMALE,0.3078126420793283,1.1404360972998804,-0.4924959368209963,-0.8451176941403957,0,0,0,0,0,0,-1
Chinstrap,Dream,51.9,19.5,206.0,3950.0,MALE,1.463437522065597,1.1911485072955332,0.3621354901191159,-0.314385973063245,0,0,0,0,0,2,1
Chinstrap,Dream,46.8,16.5,189.0,3650.0,FEMALE,0.5279316668386169,-0.330223792574028,-0.8485923647127097,-0.6890201291177043,0,0,0,0,0,2,1
Chinstrap,Dream,45.7,17.0,195.0,3650.0,FEMALE,0.3261558941426026,-0.0766617425957678,-0.4212766512426535,-0.6890201291177043,0,0,0,0,0,2,1
Chinstrap,Dream,55.8,19.8,207.0,4000.0,MALE,2.178824352533287,1.3432857372824896,0.4333547756974585,-0.2519469470541685,0,0,0,0,0,2,-1
Chinstrap,Dream,43.5,18.1,202.0,3400.0,FEMALE,-0.0773956512494283,0.4811747673564053,0.0772583478057451,-1.0012152591630872,0,0,0,0,0,0,-1
Chinstrap,Dream,49.6,18.2,193.0,3775.0,MALE,1.0415427246102928,0.5318871773520563,-0.5637152223993389,-0.5329225640950129,0,0,0,0,0,2,1
Chinstrap,Dream,50.8,19.0,210.0,4100.0,MALE,1.2616617493695814,0.937586457317273,0.6470126324324866,-0.1270688950360153,0,0,0,0,0,2,1
Chinstrap,Dream,50.2,18.7,198.0,3775.0,FEMALE,1.151602236989938,0.7854492273303164,-0.2076187945076255,-0.5329225640950129,0,0,0,0,0,2,1
Gentoo,Biscoe,46.1,13.2,211.0,4500.0,FEMALE,0.3995289023956989,-2.003733322430546,0.7182319180108293,0.372443313036597,1,1,1,1,1,1,2
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,MALE,1.114915732863389,-0.4316486125653317,2.07139834399934,1.8709799372544345,1,1,1,1,1,1,2
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,FEMALE,0.8764534560408261,-1.5473216324696772,0.6470126324324866,0.3100042870275205,1,1,1,1,1,1,2
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,MALE,1.114915732863389,-0.9894851225175048,1.216766917059228,1.8709799372544345,1,1,1,1,1,1,2
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,MALE,0.6746776833448106,-1.3444719924870687,1.0031090603242,1.496345781199975,1,1,1,1,1,1,2
Gentoo,Biscoe,46.5,13.5,210.0,4550.0,FEMALE,0.472901910648795,-1.8515960924435888,0.6470126324324866,0.4348823390456736,1,1,1,1,1,1,2
Gentoo,Biscoe,45.4,14.6,211.0,4800.0,FEMALE,0.2711261379527795,-1.293759582491417,0.7182319180108293,0.7470774690910563,1,1,1,1,1,1,2
Gentoo,Biscoe,46.7,15.3,219.0,5200.0,MALE,0.5095884147753438,-0.938772712521852,1.2879862026375708,1.2465896771636689,1,1,1,1,1,1,2
Gentoo,Biscoe,43.3,13.4,209.0,4400.0,FEMALE,-0.1140821553759771,-1.902308502439241,0.575793346854144,0.2475652610184439,1,1,1,1,1,1,2
Gentoo,Biscoe,46.8,15.4,215.0,5150.0,MALE,0.5279316668386169,-0.8880603025262003,1.0031090603242,1.1841506511545925,1,1,1,1,1,1,2
Gentoo,Biscoe,40.9,13.7,214.0,4650.0,FEMALE,-0.5543202048945556,-1.7501712724522855,0.9318897747458572,0.5597603910638267,1,1,1,1,1,1,2
Gentoo,Biscoe,49.0,16.1,216.0,5550.0,MALE,0.931483212230648,-0.5330734325566355,1.0743283459025428,1.6836628592272047,1,1,1,1,1,1,2
Gentoo,Biscoe,45.5,13.7,214.0,4650.0,FEMALE,0.2894693900160539,-1.7501712724522855,0.9318897747458572,0.5597603910638267,1,1,1,1,1,1,2
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,MALE,0.8214236998510029,-1.293759582491417,0.8606704891675147,2.058297015281664,1,1,1,1,1,1,2
Gentoo,Biscoe,45.8,14.6,210.0,4200.0,FEMALE,0.3444991462058757,-1.293759582491417,0.6470126324324866,-0.0021908430178622,1,1,1,1,1,1,2
Gentoo,Biscoe,49.3,15.7,217.0,5850.0,MALE,0.9865129684204698,-0.7359230725392447,1.1455476314808857,2.058297015281664,1,1,1,1,1,1,2
Gentoo,Biscoe,42.0,13.5,210.0,4150.0,FEMALE,-0.3525444321985401,-1.8515960924435888,0.6470126324324866,-0.0646298690269388,1,1,1,1,1,1,2
Gentoo,Biscoe,49.2,15.2,221.0,6300.0,MALE,0.9681697163571966,-0.9894851225175048,1.430424773794256,2.6202482493633528,1,1,1,1,1,1,-1
Gentoo,Biscoe,46.2,14.5,209.0,4800.0,FEMALE,0.4178721544589732,-1.3444719924870687,0.575793346854144,0.7470774690910563,1,1,1,1,1,1,2
Gentoo,Biscoe,48.7,15.1,222.0,5350.0,MALE,0.8764534560408261,-1.0401975325131567,1.5016440593725988,1.4339067551908984,1,1,1,1,1,1,2
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE,1.151602236989938,-1.4458968124783729,1.216766917059228,1.8709799372544345,1,1,1,1,1,1,2
Gentoo,Biscoe,45.1,14.5,215.0,5000.0,FEMALE,0.2160963817629577,-1.3444719924870687,1.0031090603242,0.9968335731273624,1,1,1,1,1,1,2
Gentoo,Biscoe,46.5,14.5,213.0,4400.0,FEMALE,0.472901910648795,-1.3444719924870687,0.8606704891675147,0.2475652610184439,1,1,1,1,1,1,2
Gentoo,Biscoe,46.3,15.8,215.0,5050.0,MALE,0.4362154065222463,-0.685210662543592,1.0031090603242,1.0592725991364391,1,1,1,1,1,1,2
Gentoo,Biscoe,42.9,13.1,215.0,5000.0,FEMALE,-0.1874551636290733,-2.0544457324261978,1.0031090603242,0.9968335731273624,1,1,1,1,1,1,2
Gentoo,Biscoe,46.1,15.1,215.0,5100.0,MALE,0.3995289023956989,-1.0401975325131567,1.0031090603242,1.1217116251455157,1,1,1,1,1,1,2
Gentoo,Biscoe,44.5,14.3,216.0,4100.0,,0.1060368693833127,-1.4458968124783729,1.0743283459025428,-0.1270688950360153,1,1,1,1,1,1,2
Gentoo,Biscoe,47.8,15.0,215.0,5650.0,MALE,0.711364187471358,-1.090909942508809,1.0031090603242,1.8085409112453577,1,1,1,1,1,1,2
Gentoo,Biscoe,48.2,14.3,210.0,4600.0,FEMALE,0.7847371957244555,-1.4458968124783729,0.6470126324324866,0.4973213650547501,1,1,1,1,1,1,2
Gentoo,Biscoe,50.0,15.3,220.0,5550.0,MALE,1.114915732863389,-0.938772712521852,1.3592054882159137,1.6836628592272047,1,1,1,1,1,1,2
Gentoo,Biscoe,47.3,15.3,222.0,5250.0,MALE,0.6196479271549875,-0.938772712521852,1.5016440593725988,1.3090287031727452,1,1,1,1,1,1,2
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE,-0.2057984156923476,-1.4966092224740253,0.575793346854144,0.6221994170729033,1,1,1,1,1,1,2
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,FEMALE,0.2160963817629577,-1.3444719924870687,0.4333547756974585,1.0592725991364391,1,1,1,1,1,1,2
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,MALE,2.875867930937704,-0.0766617425957678,2.07139834399934,2.3080531193179703,1,1,1,1,1,1,-1
Gentoo,Biscoe,49.1,14.8,220.0,5150.0,FEMALE,0.9498264642939224,-1.1923347625001124,1.3592054882159137,1.1841506511545925,1,1,1,1,1,1,2
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,MALE,0.8214236998510029,-0.4316486125653317,1.3592054882159137,1.496345781199975,1,1,1,1,1,1,2
Gentoo,Biscoe,42.6,13.7,213.0,4950.0,FEMALE,-0.2424849198188951,-1.7501712724522855,0.8606704891675147,0.934394547118286,1,1,1,1,1,1,2
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,MALE,0.0876936173200384,0.0754754873911886,1.2879862026375708,1.3090287031727452,1,1,1,1,1,1,-1
Gentoo,Biscoe,44.0,13.6,208.0,4350.0,FEMALE,0.0143206090669422,-1.8008836824479373,0.5045740612758013,0.1851262350093674,1,1,1,1,1,1,2
Gentoo,Biscoe,48.7,15.7,208.0,5350.0,MALE,0.8764534560408261,-0.7359230725392447,0.5045740612758013,1.4339067551908984,1,1,1,1,1,1,-1
Gentoo,Biscoe,42.7,13.7,208.0,3950.0,FEMALE,-0.2241416677556207,-1.7501712724522855,0.5045740612758013,-0.314385973063245,1,1,1,1,1,1,2
Gentoo,Biscoe,49.6,16.0,225.0,5700.0,MALE,1.0415427246102928,-0.5837858425522883,1.7153019161076268,1.8709799372544345,1,1,1,1,1,1,2
Gentoo,Biscoe,45.3,13.7,210.0,4300.0,FEMALE,0.2527828858895052,-1.7501712724522855,0.6470126324324866,0.1226872090002908,1,1,1,1,1,1,2
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,MALE,1.0415427246102928,-1.090909942508809,1.0743283459025428,0.6846384430819799,1,1,1,1,1,1,2
Gentoo,Biscoe,50.5,15.9,222.0,5550.0,MALE,1.2066319931797596,-0.6344982525479401,1.5016440593725988,1.6836628592272047,1,1,1,1,1,1,2
Gentoo,Biscoe,43.6,13.9,217.0,4900.0,FEMALE,-0.0590523991861539,-1.648746452460981,1.1455476314808857,0.8719555211092095,1,1,1,1,1,1,2
Gentoo,Biscoe,45.5,13.9,210.0,4200.0,FEMALE,0.2894693900160539,-1.648746452460981,0.6470126324324866,-0.0021908430178622,1,1,1,1,1,1,2
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,MALE,1.2066319931797596,-0.6344982525479401,1.7153019161076268,1.496345781199975,1,1,1,1,1,1,2
Gentoo,Biscoe,44.9,13.3,213.0,5100.0,FEMALE,0.1794098776364089,-1.953020912434893,0.8606704891675147,1.1217116251455157,1,1,1,1,1,1,2
Gentoo,Biscoe,45.2,15.8,215.0,5300.0,MALE,0.2344396338262321,-0.685210662543592,1.0031090603242,1.3714677291818218,1,1,1,1,1,1,2
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,FEMALE,0.4912451627120694,-1.4966092224740253,0.6470126324324866,0.8095164951001329,1,1,1,1,1,1,2
Gentoo,Biscoe,48.5,14.1,220.0,5300.0,MALE,0.8397669519142773,-1.5473216324696772,1.3592054882159137,1.3714677291818218,1,1,1,1,1,1,2
Gentoo,Biscoe,45.1,14.4,210.0,4400.0,FEMALE,0.2160963817629577,-1.395184402482721,0.6470126324324866,0.2475652610184439,1,1,1,1,1,1,2
Gentoo,Biscoe,50.1,15.0,225.0,5000.0,MALE,1.1332589849266634,-1.090909942508809,1.7153019161076268,0.9968335731273624,1,1,1,1,1,1,2
Gentoo,Biscoe,46.5,14.4,217.0,4900.0,FEMALE,0.472901910648795,-1.395184402482721,1.1455476314808857,0.8719555211092095,1,1,1,1,1,1,2
Gentoo,Biscoe,45.0,15.4,220.0,5050.0,MALE,0.1977531296996833,-0.8880603025262003,1.3592054882159137,1.0592725991364391,1,1,1,1,1,1,2
Gentoo,Biscoe,43.8,13.9,208.0,4300.0,FEMALE,-0.0223658950596065,-1.648746452460981,0.5045740612758013,0.1226872090002908,1,1,1,1,1,1,2
Gentoo,Biscoe,45.5,15.0,220.0,5000.0,MALE,0.2894693900160539,-1.090909942508809,1.3592054882159137,0.9968335731273624,1,1,1,1,1,1,2
Gentoo,Biscoe,43.2,14.5,208.0,4450.0,FEMALE,-0.1324254074392502,-1.3444719924870687,0.5045740612758013,0.3100042870275205,1,1,1,1,1,1,2
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE,1.1882887411164853,-0.938772712521852,1.6440826305292842,1.6836628592272047,1,1,1,1,1,1,2
Gentoo,Biscoe,45.3,13.8,208.0,4200.0,FEMALE,0.2527828858895052,-1.6994588624566327,0.5045740612758013,-0.0021908430178622,1,1,1,1,1,1,2
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,MALE,0.4178721544589732,-1.1416223525044604,1.430424773794256,1.3714677291818218,1,1,1,1,1,1,2
Gentoo,Biscoe,45.7,13.9,214.0,4400.0,FEMALE,0.3261558941426026,-1.648746452460981,0.9318897747458572,0.2475652610184439,1,1,1,1,1,1,2
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,MALE,1.903675571584176,-0.7359230725392447,2.142617629577683,1.8085409112453577,1,1,1,1,1,1,-1
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE,0.3444991462058757,-1.4966092224740253,1.2879862026375708,0.6221994170729033,1,1,1,1,1,1,2
Gentoo,Biscoe,49.8,16.8,230.0,5700.0,MALE,1.0782292287368402,-0.1780865625870715,2.07139834399934,1.8709799372544345,1,1,1,1,1,1,2
Gentoo,Biscoe,46.2,14.4,214.0,4650.0,,0.4178721544589732,-1.395184402482721,0.9318897747458572,0.5597603910638267,1,1,1,1,1,1,2
Gentoo,Biscoe,49.5,16.2,229.0,5800.0,MALE,1.0231994725470186,-0.4823610225609845,2.000179058420997,1.9958579892725876,1,1,1,1,1,1,2
Gentoo,Biscoe,43.5,14.2,220.0,4700.0,FEMALE,-0.0773956512494283,-1.4966092224740253,1.3592054882159137,0.6221994170729033,1,1,1,1,1,1,2
Gentoo,Biscoe,50.7,15.0,223.0,5550.0,MALE,1.2433184973063085,-1.090909942508809,1.5728633449509417,1.6836628592272047,1,1,1,1,1,1,2
Gentoo,Biscoe,47.7,15.0,216.0,4750.0,FEMALE,0.693020935408085,-1.090909942508809,1.0743283459025428,0.6846384430819799,1,1,1,1,1,1,2
Gentoo,Biscoe,46.4,15.6,221.0,5000.0,MALE,0.4545586585855207,-0.7866354825348966,1.430424773794256,0.9968335731273624,1,1,1,1,1,1,2
Gentoo,Biscoe,48.2,15.6,221.0,5100.0,MALE,0.7847371957244555,-0.7866354825348966,1.430424773794256,1.1217116251455157,1,1,1,1,1,1,2
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,FEMALE,0.472901910648795,-1.1923347625001124,1.1455476314808857,1.2465896771636689,1,1,1,1,1,1,2
Gentoo,Biscoe,46.4,15.0,216.0,4700.0,FEMALE,0.4545586585855207,-1.090909942508809,1.0743283459025428,0.6221994170729033,1,1,1,1,1,1,2
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,MALE,0.8581102039775518,-0.5837858425522883,2.07139834399934,1.9958579892725876,1,1,1,1,1,1,2
Gentoo,Biscoe,47.5,14.2,209.0,4600.0,FEMALE,0.6563344312815362,-1.4966092224740253,0.575793346854144,0.4973213650547501,1,1,1,1,1,1,2
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,MALE,1.3166915055594046,-0.4316486125653317,1.3592054882159137,2.2456140933088937,1,1,1,1,1,1,2
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,FEMALE,0.2344396338262321,-1.6994588624566327,1.0031090603242,0.6846384430819799,1,1,1,1,1,1,2
Gentoo,Biscoe,45.2,16.4,223.0,5950.0,MALE,0.2344396338262321,-0.3809362025696808,1.5728633449509417,2.183175067299817,1,1,1,1,1,1,-1
Gentoo,Biscoe,49.1,14.5,212.0,4625.0,FEMALE,0.9498264642939224,-1.3444719924870687,0.789451203589172,0.5285408780592884,1,1,1,1,1,1,2
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,MALE,1.573497034445242,-0.7866354825348966,1.430424773794256,1.5587848072090515,1,1,1,1,1,1,2
Gentoo,Biscoe,47.4,14.6,212.0,4725.0,FEMALE,0.6379911792182619,-1.293759582491417,0.789451203589172,0.6534189300774416,1,1,1,1,1,1,2
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,MALE,1.114915732863389,-0.6344982525479401,1.6440826305292842,1.4339067551908984,1,1,1,1,1,1,2
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,FEMALE,0.1794098776364089,-1.6994588624566327,0.789451203589172,0.6846384430819799,1,1,1,1,1,1,2
Gentoo,Biscoe,50.8,17.3,228.0,5600.0,MALE,1.2616617493695814,0.0754754873911886,1.9289597728426549,1.746101885236281,1,1,1,1,1,1,2
Gentoo,Biscoe,43.4,14.4,218.0,4600.0,FEMALE,-0.0957389033127027,-1.395184402482721,1.216766917059228,0.4973213650547501,1,1,1,1,1,1,2
Gentoo,Biscoe,51.3,14.2,218.0,5300.0,MALE,1.353378009685952,-1.4966092224740253,1.216766917059228,1.3714677291818218,1,1,1,1,1,1,2
Gentoo,Biscoe,47.5,14.0,212.0,4875.0,FEMALE,0.6563344312815362,-1.598034042465329,0.789451203589172,0.8407360081046712,1,1,1,1,1,1,2
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,MALE,1.5001240261921458,-0.0766617425957678,2.07139834399934,1.6836628592272047,1,1,1,1,1,1,2
Gentoo,Biscoe,47.5,15.0,218.0,4950.0,FEMALE,0.6563344312815362,-1.090909942508809,1.216766917059228,0.934394547118286,1,1,1,1,1,1,2
Gentoo,Biscoe,52.2,17.1,228.0,5400.0,MALE,1.51846727825542,-0.025949332600115,1.9289597728426549,1.496345781199975,1,1,1,1,1,1,2
Gentoo,Biscoe,45.5,14.5,212.0,4750.0,FEMALE,0.2894693900160539,-1.3444719924870687,0.789451203589172,0.6846384430819799,1,1,1,1,1,1,2
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,MALE,1.0231994725470186,-0.5330734325566355,1.6440826305292842,1.8085409112453577,1,1,1,1,1,1,2
Gentoo,Biscoe,44.5,14.7,214.0,4850.0,FEMALE,0.1060368693833127,-1.243047172495765,0.9318897747458572,0.8095164951001329,1,1,1,1,1,1,2
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,MALE,1.2616617493695814,-0.7359230725392447,1.7865212016859695,1.2465896771636689,1,1,1,1,1,1,2
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE,1.004856220483744,-0.685210662543592,1.0743283459025428,0.9031750341137478,1,1,1,1,1,1,2
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,FEMALE,0.5462749189018913,-1.293759582491417,1.5016440593725988,0.8407360081046712,1,1,1,1,1,1,2
Gentoo,Biscoe,48.4,14.4,203.0,4625.0,FEMALE,0.8214236998510029,-1.395184402482721,0.1484776333840878,0.5285408780592884,1,1,1,1,1,1,2
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,MALE,1.3166915055594046,-0.330223792574028,1.7153019161076268,1.3090287031727452,1,1,1,1,1,1,2
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,FEMALE,0.8397669519142773,-1.090909942508809,1.2879862026375708,0.8095164951001329,1,1,1,1,1,1,2
Gentoo,Biscoe,55.9,17.0,228.0,5600.0,MALE,2.1971676045965616,-0.0766617425957678,1.9289597728426549,1.746101885236281,1,1,1,1,1,1,-1
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,FEMALE,0.6013046750917144,-0.8373478925305484,1.0031090603242,0.9656140601228242,1,1,1,1,1,1,2
Gentoo,Biscoe,49.1,15.0,228.0,5500.0,MALE,0.9498264642939224,-1.090909942508809,1.9289597728426549,1.621223833218128,1,1,1,1,1,1,2
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,,0.6196479271549875,-1.6994588624566327,1.0743283459025428,0.6534189300774416,1,1,1,1,1,1,2
Gentoo,Biscoe,46.8,16.1,215.0,5500.0,MALE,0.5279316668386169,-0.5330734325566355,1.0031090603242,1.621223833218128,1,1,1,1,1,1,2
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,FEMALE,-0.4075741883883619,-1.243047172495765,0.6470126324324866,0.6221994170729033,1,1,1,1,1,1,2
